date,description,amount,type,category,explanation
2023-11-09,ONLINE PURCHASE 08/11/23 xx-0411 SHOPEE,-35.9,Withdrawal,Shopping,Payment for an item bought on Shopee.
2023-11-22,DEBIT PURCHASE 21/11/23 xx-0411 ZARA VIVOCITY,-79.9,Withdrawal,Shopping,Payment for clothes purchased at Zara.
2023-12-05,ONLINE PURCHASE 04/12/23 xx-0411 AMAZON SG,-19.9,Withdrawal,Shopping,Payment for an item bought on Amazon.
2023-12-18,DEBIT PURCHASE 17/12/23 xx-0411 UNIQLO ORCHARD,-69.9,Withdrawal,Shopping,Payment for clothes purchased at Uniqlo.
2024-01-01,ONLINE PURCHASE 31/12/23 xx-0411 LAZADA,-29.9,Withdrawal,Shopping,Payment for an item bought on Lazada.
2024-01-14,DEBIT PURCHASE 13/01/24 xx-0411 ZARA VIVOCITY,-79.9,Withdrawal,Shopping,Payment for clothes purchased at Zara.
2024-01-27,ONLINE PURCHASE 26/01/24 xx-0411 SHOPEE,-35.9,Withdrawal,Shopping,Payment for an item bought on Shopee.
2024-02-09,DEBIT PURCHASE 08/02/24 xx-0411 H&M BUGIS,-49.9,Withdrawal,Shopping,Payment for clothes purchased at H&M.
2024-02-22,ONLINE PURCHASE 21/02/24 xx-0411 AMAZON SG,-19.9,Withdrawal,Shopping,Payment for an item bought on Amazon.
2024-03-06,DEBIT PURCHASE 05/03/24 xx-0411 UNIQLO ORCHARD,-69.9,Withdrawal,Shopping,Payment for clothes purchased at Uniqlo.
2024-03-19,ONLINE PURCHASE 18/03/24 xx-0411 QOO10,-15.9,Withdrawal,Shopping,Payment for an item bought on Qoo10.
2024-04-01,DEBIT PURCHASE 31/03/24 xx-0411 GU ION,-59.9,Withdrawal,Shopping,Payment for clothes purchased at GU.
2024-04-14,ONLINE PURCHASE 13/04/24 xx-0411 LAZADA,-29.9,Withdrawal,Shopping,Payment for an item bought on Lazada.
2024-04-27,DEBIT PURCHASE 26/04/24 xx-0411 ZARA VIVOCITY,-79.9,Withdrawal,Shopping,Payment for clothes purchased at Zara.
2024-05-10,ONLINE PURCHASE 09/05/24 xx-0411 SHOPEE,-35.9,Withdrawal,Shopping,Payment for an item bought on Shopee.
2024-05-23,DEBIT PURCHASE 22/05/24 xx-0411 H&M BUGIS,-49.9,Withdrawal,Shopping,Payment for clothes purchased at H&M.
2024-06-05,ONLINE PURCHASE 04/06/24 xx-0411 AMAZON SG,-19.9,Withdrawal,Shopping,Payment for an item bought on Amazon.
2022-01-15,DEBIT PURCHASE 15/01/22 xx-1234 UNIQLO ORCHARD,-49.9,Withdrawal,Shopping,Purchased a shirt from Uniqlo at Orchard.
2022-01-20,DEBIT PURCHASE 20/01/22 xx-1234 ZARA ONLINE,-89.0,Withdrawal,Shopping,Purchased a jacket from Zara online.
2022-01-22,DEBIT PURCHASE 22/01/22 xx-1234 LAZADA,-29.9,Withdrawal,Shopping,Purchased a book from Lazada.
2022-01-30,DEBIT PURCHASE 30/01/22 xx-1234 SHOPEE,-15.0,Withdrawal,Shopping,Purchased a phone case from Shopee.
2022-02-05,DEBIT PURCHASE 05/02/22 xx-1234 NIKE STORE,-120.0,Withdrawal,Shopping,Purchased a pair of shoes from the Nike store.
2022-02-10,DEBIT PURCHASE 10/02/22 xx-1234 SHOPEE,-25.0,Withdrawal,Shopping,Purchased a t-shirt from Shopee.
2022-02-12,DEBIT PURCHASE 12/02/22 xx-1234 AMAZON SG,-55.0,Withdrawal,Shopping,Purchased a book from Amazon SG.
2022-02-20,DEBIT PURCHASE 20/02/22 xx-1234 UNIQLO ORCHARD,-39.9,Withdrawal,Shopping,Purchased a pair of pants from Uniqlo at Orchard.
2022-03-03,DEBIT PURCHASE 03/03/22 xx-1234 ZARA ONLINE,-69.0,Withdrawal,Shopping,Purchased a dress from Zara online.
2022-03-06,DEBIT PURCHASE 06/03/22 xx-1234 LAZADA,-20.0,Withdrawal,Shopping,Purchased a water bottle from Lazada.
2022-03-10,DEBIT PURCHASE 10/03/22 xx-1234 SHOPEE,-15.0,Withdrawal,Shopping,Purchased a phone charger from Shopee.
2022-03-15,DEBIT PURCHASE 15/03/22 xx-1234 NIKE STORE,-100.0,Withdrawal,Shopping,Purchased a sports bag from the Nike store.
2022-03-20,DEBIT PURCHASE 20/03/22 xx-1234 SHOPEE,-25.0,Withdrawal,Shopping,Purchased a coffee mug from Shopee.
2022-04-01,DEBIT PURCHASE 01/04/22 xx-1234 AMAZON SG,-30.0,Withdrawal,Shopping,Purchased a novel from Amazon SG.
2022-04-05,DEBIT PURCHASE 05/04/22 xx-1234 UNIQLO ORCHARD,-35.9,Withdrawal,Shopping,Purchased a hat from Uniqlo at Orchard.
2022-04-10,DEBIT PURCHASE 10/04/22 xx-1234 ZARA ONLINE,-70.0,Withdrawal,Shopping,Purchased a blouse from Zara online.
2022-04-15,DEBIT PURCHASE 15/04/22 xx-1234 LAZADA,-40.0,Withdrawal,Shopping,Purchased a cooking pan from Lazada.
2022-04-20,DEBIT PURCHASE 20/04/22 xx-1234 SHOPEE,-15.0,Withdrawal,Shopping,Purchased a mouse pad from Shopee.
2022-04-25,DEBIT PURCHASE 25/04/22 xx-1234 NIKE STORE,-110.0,Withdrawal,Shopping,Purchased a pair of running shorts from the Nike store.
2022-05-01,DEBIT PURCHASE 01/05/22 xx-1234 SHOPEE,-25.0,Withdrawal,Shopping,Purchased a phone screen protector from Shopee.
2022-05-05,DEBIT PURCHASE 05/05/22 xx-1234 AMAZON SG,-30.0,Withdrawal,Shopping,Purchased a DVD from Amazon SG.
2022-05-10,DEBIT PURCHASE 10/05/22 xx-1234 UNIQLO ORCHARD,-45.9,Withdrawal,Shopping,Purchased a pair of socks from Uniqlo at Orchard.
2022-05-15,DEBIT PURCHASE 15/05/22 xx-1234 ZARA ONLINE,-70.0,Withdrawal,Shopping,Purchased a skirt from Zara online.
2022-05-20,DEBIT PURCHASE 20/05/22 xx-1234 LAZADA,-35.0,Withdrawal,Shopping,Purchased a kitchen scale from Lazada.
2022-05-25,DEBIT PURCHASE 25/05/22 xx-1234 SHOPEE,-15.0,Withdrawal,Shopping,Purchased a phone charger from Shopee.
2022-05-30,DEBIT PURCHASE 30/05/22 xx-1234 NIKE STORE,-120.0,Withdrawal,Shopping,Purchased a sports bra from the Nike store.
2022-06-01,DEBIT PURCHASE 01/06/22 xx-1234 SHOPEE,-25.0,Withdrawal,Shopping,Purchased a phone case from Shopee.
2022-06-05,DEBIT PURCHASE 05/06/22 xx-1234 AMAZON SG,-50.0,Withdrawal,Shopping,Purchased a board game from Amazon SG.
2022-06-10,DEBIT PURCHASE 10/06/22 xx-1234 UNIQLO ORCHARD,-39.9,Withdrawal,Shopping,Purchased a shirt from Uniqlo at Orchard.
2022-06-15,DEBIT PURCHASE 15/06/22 xx-1234 ZARA ONLINE,-80.0,Withdrawal,Shopping,Purchased a pair of shoes from Zara online.
2022-06-20,DEBIT PURCHASE 20/06/22 xx-1234 LAZADA,-45.0,Withdrawal,Shopping,Purchased a blender from Lazada.
2022-06-25,DEBIT PURCHASE 25/06/22 xx-1234 SHOPEE,-15.0,Withdrawal,Shopping,Purchased a phone screen protector from Shopee.
2022-06-30,DEBIT PURCHASE 30/06/22 xx-1234 NIKE STORE,-100.0,Withdrawal,Shopping,Purchased a running shirt from the Nike store.
2022-07-01,DEBIT PURCHASE 01/07/22 xx-1234 SHOPEE,-25.0,Withdrawal,Shopping,Purchased a phone case from Shopee.
2022-07-05,DEBIT PURCHASE 05/07/22 xx-1234 AMAZON SG,-30.0,Withdrawal,Shopping,Purchased an alarm clock from Amazon SG.
2022-07-10,DEBIT PURCHASE 10/07/22 xx-1234 UNIQLO ORCHARD,-49.9,Withdrawal,Shopping,Purchased a pair of jeans from Uniqlo at Orchard.
2022-07-15,DEBIT PURCHASE 15/07/22 xx-1234 ZARA ONLINE,-90.0,Withdrawal,Shopping,Purchased a jacket from Zara online.
2022-07-20,DEBIT PURCHASE 20/07/22 xx-1234 LAZADA,-30.0,Withdrawal,Shopping,Purchased a toaster from Lazada.
2022-07-25,DEBIT PURCHASE 25/07/22 xx-1234 SHOPEE,-15.0,Withdrawal,Shopping,Purchased a phone charger from Shopee.
2022-07-30,DEBIT PURCHASE 30/07/22 xx-1234 NIKE STORE,-100.0,Withdrawal,Shopping,Purchased a gym bag from the Nike store.
2022-08-01,DEBIT PURCHASE 01/08/22 xx-1234 SHOPEE,-25.0,Withdrawal,Shopping,Purchased a phone case from Shopee.
2022-08-05,DEBIT PURCHASE 05/08/22 xx-1234 AMAZON SG,-50.0,Withdrawal,Shopping,Purchased a board game from Amazon SG.
2022-08-10,DEBIT PURCHASE 10/08/22 xx-1234 UNIQLO ORCHARD,-39.9,Withdrawal,Shopping,Purchased a shirt from Uniqlo at Orchard.
2022-08-15,DEBIT PURCHASE 15/08/22 xx-1234 ZARA ONLINE,-80.0,Withdrawal,Shopping,Purchased a pair of shoes from Zara online.
2022-08-20,DEBIT PURCHASE 20/08/22 xx-1234 LAZADA,-45.0,Withdrawal,Shopping,Purchased a blender from Lazada.
2022-08-25,DEBIT PURCHASE 25/08/22 xx-1234 SHOPEE,-15.0,Withdrawal,Shopping,Purchased a phone screen protector from Shopee.
2022-08-30,DEBIT PURCHASE 30/08/22 xx-1234 NIKE STORE,-100.0,Withdrawal,Shopping,Purchased a running shirt from the Nike store.
2023-12-01,DEBIT PURCHASE 30/11/23 xx-0411 UNIQLO ORCHARD,-59.9,Withdrawal,Shopping,Purchased a shirt from Uniqlo at Orchard.
2023-12-02,DEBIT PURCHASE 01/12/23 xx-0412 LAZADA SG,-23.5,Withdrawal,Shopping,Bought a book online from Lazada SG.
2023-12-03,DEBIT PURCHASE 02/12/23 xx-0413 NIKE STORE,-129.0,Withdrawal,Shopping,Bought a pair of shoes from Nike Store.
2023-12-04,DEBIT PURCHASE 03/12/23 xx-0414 ZARA ION,-85.0,Withdrawal,Shopping,Bought a dress from Zara at ION.
2023-12-05,DEBIT PURCHASE 04/12/23 xx-0415 SHOPEE SG,-15.2,Withdrawal,Shopping,Purchased a phone case from Shopee SG.
2023-12-06,DEBIT PURCHASE 05/12/23 xx-0416 HARVEY NORMAN,-499.0,Withdrawal,Shopping,Bought a new vacuum cleaner from Harvey Norman.
2023-12-07,DEBIT PURCHASE 06/12/23 xx-0417 H&M VIVO,-39.9,Withdrawal,Shopping,Bought a jacket from H&M at VivoCity.
2023-12-08,DEBIT PURCHASE 07/12/23 xx-0418 SEPHORA ION,-79.9,Withdrawal,Shopping,Bought cosmetics from Sephora at ION.
2023-12-09,DEBIT PURCHASE 08/12/23 xx-0419 COURTS MEGASTORE,-250.0,Withdrawal,Shopping,Bought a new fan from Courts Megastore.
2023-12-10,DEBIT PURCHASE 09/12/23 xx-0420 IKEA ALEXANDRA,-99.0,Withdrawal,Shopping,Bought a new chair from IKEA Alexandra.
2023-12-11,DEBIT PURCHASE 10/12/23 xx-0421 BEST DENKI,-350.0,Withdrawal,Shopping,Bought a new coffee machine from Best Denki.
2023-12-12,DEBIT PURCHASE 11/12/23 xx-0422 MUJI PARAGON,-25.0,Withdrawal,Shopping,Bought stationery from Muji at Paragon.
2023-12-13,DEBIT PURCHASE 12/12/23 xx-0423 FAIRPRICE ONLINE,-12.5,Withdrawal,Shopping,Bought household items from Fairprice Online.
2023-12-14,DEBIT PURCHASE 13/12/23 xx-0424 GUARDIAN PHARMACY,-6.9,Withdrawal,Shopping,Bought personal care items from Guardian Pharmacy.
2023-12-15,DEBIT PURCHASE 14/12/23 xx-0425 WATSONS,-14.9,Withdrawal,Shopping,Bought health supplements from Watsons.
2023-12-16,DEBIT PURCHASE 15/12/23 xx-0426 POPULAR BOOKSTORE,-18.9,Withdrawal,Shopping,Bought a novel from Popular Bookstore.
2023-12-17,DEBIT PURCHASE 16/12/23 xx-0427 COTTON ON,-29.9,Withdrawal,Shopping,Bought a t-shirt from Cotton On.
2023-12-18,DEBIT PURCHASE 17/12/23 xx-0428 DECATHLON,-49.9,Withdrawal,Shopping,Bought sports equipment from Decathlon.
2023-12-19,DEBIT PURCHASE 18/12/23 xx-0429 CHALLENGER,-79.0,Withdrawal,Shopping,Bought a new mouse from Challenger.
2023-12-20,DEBIT PURCHASE 19/12/23 xx-0430 QOO10,-35.0,Withdrawal,Shopping,Bought a gift from Qoo10 online.
2023-12-21,DEBIT PURCHASE 20/12/23 xx-0431 KINOKUNIYA,-24.9,Withdrawal,Shopping,Bought a book from Kinokuniya.
2023-12-22,DEBIT PURCHASE 21/12/23 xx-0432 ASOS ONLINE,-75.0,Withdrawal,Shopping,Bought a dress from ASOS online.
2023-12-23,DEBIT PURCHASE 22/12/23 xx-0433 EZBUY,-20.0,Withdrawal,Shopping,Bought a kitchen item from EZBuy.
2023-12-24,DEBIT PURCHASE 23/12/23 xx-0434 TANGS,-80.0,Withdrawal,Shopping,Bought a gift from TANGS.
2023-12-25,DEBIT PURCHASE 24/12/23 xx-0435 AMAZON SG,-45.0,Withdrawal,Shopping,Bought a book from Amazon SG.
2023-12-26,DEBIT PURCHASE 25/12/23 xx-0436 TYPO,-10.9,Withdrawal,Shopping,Bought a notebook from Typo.
2023-12-27,DEBIT PURCHASE 26/12/23 xx-0437 COURTS ONLINE,-150.0,Withdrawal,Shopping,Bought a new blender from Courts Online.
2023-01-03,DEBIT PURCHASE 02/01/23 xx-0123 GRAB,-15.0,Withdrawal,Transport,Payment for Grab ride.
2023-01-07,DEBIT PURCHASE 06/01/23 xx-0123 EZ-LINK AUTOTOPUP,-30.0,Withdrawal,Transport,Auto top-up for EZ-Link card.
2023-01-15,DEBIT PURCHASE 14/01/23 xx-0123 GOJEK,-10.0,Withdrawal,Transport,Payment for Gojek ride.
2023-01-20,DEBIT PURCHASE 19/01/23 xx-0123 SBS TRANSIT,-1.9,Withdrawal,Transport,Payment for SBS transit bus ride.
2023-01-25,DEBIT PURCHASE 24/01/23 xx-0123 SMRT TAXIS,-12.0,Withdrawal,Transport,Payment for SMRT taxi ride.
2023-02-02,DEBIT PURCHASE 01/02/23 xx-0123 COMFORT TAXIS,-14.5,Withdrawal,Transport,Payment for Comfort taxi ride.
2023-02-07,DEBIT PURCHASE 06/02/23 xx-0123 GRAB,-18.0,Withdrawal,Transport,Payment for Grab ride.
2023-02-15,DEBIT PURCHASE 14/02/23 xx-0123 EZ-LINK AUTOTOPUP,-30.0,Withdrawal,Transport,Auto top-up for EZ-Link card.
2023-02-20,DEBIT PURCHASE 19/02/23 xx-0123 GOJEK,-11.5,Withdrawal,Transport,Payment for Gojek ride.
2023-02-27,DEBIT PURCHASE 26/02/23 xx-0123 SBS TRANSIT,-2.0,Withdrawal,Transport,Payment for SBS transit bus ride.
2023-03-03,DEBIT PURCHASE 02/03/23 xx-0123 SMRT TAXIS,-15.0,Withdrawal,Transport,Payment for SMRT taxi ride.
2023-03-10,DEBIT PURCHASE 09/03/23 xx-0123 COMFORT TAXIS,-13.5,Withdrawal,Transport,Payment for Comfort taxi ride.
2023-03-15,DEBIT PURCHASE 14/03/23 xx-0123 GRAB,-20.0,Withdrawal,Transport,Payment for Grab ride.
2023-03-20,DEBIT PURCHASE 19/03/23 xx-0123 EZ-LINK AUTOTOPUP,-30.0,Withdrawal,Transport,Auto top-up for EZ-Link card.
2023-03-25,DEBIT PURCHASE 24/03/23 xx-0123 GOJEK,-12.5,Withdrawal,Transport,Payment for Gojek ride.
2023-04-01,DEBIT PURCHASE 31/03/23 xx-0123 SBS TRANSIT,-1.8,Withdrawal,Transport,Payment for SBS transit bus ride.
2023-04-05,DEBIT PURCHASE 04/04/23 xx-0123 SMRT TAXIS,-17.0,Withdrawal,Transport,Payment for SMRT taxi ride.
2023-04-10,DEBIT PURCHASE 09/04/23 xx-0123 COMFORT TAXIS,-16.0,Withdrawal,Transport,Payment for Comfort taxi ride.
2023-04-15,DEBIT PURCHASE 14/04/23 xx-0123 GRAB,-22.0,Withdrawal,Transport,Payment for Grab ride.
2023-04-20,DEBIT PURCHASE 19/04/23 xx-0123 EZ-LINK AUTOTOPUP,-30.0,Withdrawal,Transport,Auto top-up for EZ-Link card.
2023-04-25,DEBIT PURCHASE 24/04/23 xx-0123 GOJEK,-15.0,Withdrawal,Transport,Payment for Gojek ride.
2023-05-02,DEBIT PURCHASE 01/05/23 xx-0123 SBS TRANSIT,-2.1,Withdrawal,Transport,Payment for SBS transit bus ride.
2023-05-07,DEBIT PURCHASE 06/05/23 xx-0123 SMRT TAXIS,-18.0,Withdrawal,Transport,Payment for SMRT taxi ride.
2023-05-15,DEBIT PURCHASE 14/05/23 xx-0123 COMFORT TAXIS,-17.5,Withdrawal,Transport,Payment for Comfort taxi ride.
2023-05-20,DEBIT PURCHASE 19/05/23 xx-0123 GRAB,-25.0,Withdrawal,Transport,Payment for Grab ride.
2023-05-25,DEBIT PURCHASE 24/05/23 xx-0123 EZ-LINK AUTOTOPUP,-30.0,Withdrawal,Transport,Auto top-up for EZ-Link card.
2023-06-02,DEBIT PURCHASE 01/06/23 xx-0123 GOJEK,-16.5,Withdrawal,Transport,Payment for Gojek ride.
2023-06-07,DEBIT PURCHASE 06/06/23 xx-0123 SBS TRANSIT,-2.2,Withdrawal,Transport,Payment for SBS transit bus ride.
2023-06-15,DEBIT PURCHASE 14/06/23 xx-0123 SMRT TAXIS,-20.0,Withdrawal,Transport,Payment for SMRT taxi ride.
2023-06-20,DEBIT PURCHASE 19/06/23 xx-0123 COMFORT TAXIS,-18.0,Withdrawal,Transport,Payment for Comfort taxi ride.
2023-06-25,DEBIT PURCHASE 24/06/23 xx-0123 GRAB,-27.0,Withdrawal,Transport,Payment for Grab ride.
2023-07-02,DEBIT PURCHASE 01/07/23 xx-0123 EZ-LINK AUTOTOPUP,-30.0,Withdrawal,Transport,Auto top-up for EZ-Link card.
2023-07-07,DEBIT PURCHASE 06/07/23 xx-0123 GOJEK,-18.0,Withdrawal,Transport,Payment for Gojek ride.
2023-07-15,DEBIT PURCHASE 14/07/23 xx-0123 SBS TRANSIT,-2.3,Withdrawal,Transport,Payment for SBS transit bus ride.
2023-07-20,DEBIT PURCHASE 19/07/23 xx-0123 SMRT TAXIS,-22.0,Withdrawal,Transport,Payment for SMRT taxi ride.
2023-07-25,DEBIT PURCHASE 24/07/23 xx-0123 COMFORT TAXIS,-19.5,Withdrawal,Transport,Payment for Comfort taxi ride.
2023-08-02,DEBIT PURCHASE 01/08/23 xx-0123 GRAB,-30.0,Withdrawal,Transport,Payment for Grab ride.
2023-08-07,DEBIT PURCHASE 06/08/23 xx-0123 EZ-LINK AUTOTOPUP,-30.0,Withdrawal,Transport,Auto top-up for EZ-Link card.
2023-08-15,DEBIT PURCHASE 14/08/23 xx-0123 GOJEK,-20.0,Withdrawal,Transport,Payment for Gojek ride.
2023-08-20,DEBIT PURCHASE 19/08/23 xx-0123 SBS TRANSIT,-2.4,Withdrawal,Transport,Payment for SBS transit bus ride.
2023-08-25,DEBIT PURCHASE 24/08/23 xx-0123 SMRT TAXIS,-25.0,Withdrawal,Transport,Payment for SMRT taxi ride.
2023-09-02,DEBIT PURCHASE 01/09/23 xx-0123 COMFORT TAXIS,-21.0,Withdrawal,Transport,Payment for Comfort taxi ride.
2023-09-07,DEBIT PURCHASE 06/09/23 xx-0123 GRAB,-33.0,Withdrawal,Transport,Payment for Grab ride.
2023-09-15,DEBIT PURCHASE 14/09/23 xx-0123 EZ-LINK AUTOTOPUP,-30.0,Withdrawal,Transport,Auto top-up for EZ-Link card.
2023-09-20,DEBIT PURCHASE 19/09/23 xx-0123 GOJEK,-22.5,Withdrawal,Transport,Payment for Gojek ride.
2023-09-25,DEBIT PURCHASE 24/09/23 xx-0123 SBS TRANSIT,-2.5,Withdrawal,Transport,Payment for SBS transit bus ride.
2023-01-06,DEBIT PURCHASE 05/01/23 xx-0411 GRAB,-20.0,Withdrawal,Transport,Payment for a Grab ride.
2023-01-09,DEBIT PURCHASE 08/01/23 xx-0411 UBER,-15.0,Withdrawal,Transport,Payment for an Uber ride.
2023-01-13,DEBIT PURCHASE 12/01/23 xx-0411 EZ-LINK,-50.0,Withdrawal,Transport,Top up of EZ-Link card for public transport.
2023-01-18,DEBIT PURCHASE 17/01/23 xx-0411 CITY CAB,-12.5,Withdrawal,Transport,Payment for a City Cab ride.
2023-01-22,DEBIT PURCHASE 21/01/23 xx-0411 GRAB,-20.0,Withdrawal,Transport,Payment for a Grab ride.
2023-01-26,DEBIT PURCHASE 25/01/23 xx-0411 UBER,-18.0,Withdrawal,Transport,Payment for an Uber ride.
2023-02-03,DEBIT PURCHASE 02/02/23 xx-0411 EZ-LINK,-50.0,Withdrawal,Transport,Top up of EZ-Link card for public transport.
2023-02-07,DEBIT PURCHASE 06/02/23 xx-0411 CITY CAB,-12.5,Withdrawal,Transport,Payment for a City Cab ride.
2023-02-11,DEBIT PURCHASE 10/02/23 xx-0411 GRAB,-20.0,Withdrawal,Transport,Payment for a Grab ride.
2023-02-16,DEBIT PURCHASE 15/02/23 xx-0411 UBER,-18.0,Withdrawal,Transport,Payment for an Uber ride.
2023-02-21,DEBIT PURCHASE 20/02/23 xx-0411 EZ-LINK,-50.0,Withdrawal,Transport,Top up of EZ-Link card for public transport.
2023-02-26,DEBIT PURCHASE 25/02/23 xx-0411 CITY CAB,-12.5,Withdrawal,Transport,Payment for a City Cab ride.
2023-03-03,DEBIT PURCHASE 02/03/23 xx-0411 GRAB,-20.0,Withdrawal,Transport,Payment for a Grab ride.
2023-03-08,DEBIT PURCHASE 07/03/23 xx-0411 UBER,-18.0,Withdrawal,Transport,Payment for an Uber ride.
2023-03-13,DEBIT PURCHASE 12/03/23 xx-0411 EZ-LINK,-50.0,Withdrawal,Transport,Top up of EZ-Link card for public transport.
2023-03-18,DEBIT PURCHASE 17/03/23 xx-0411 CITY CAB,-12.5,Withdrawal,Transport,Payment for a City Cab ride.
2023-03-23,DEBIT PURCHASE 22/03/23 xx-0411 GRAB,-20.0,Withdrawal,Transport,Payment for a Grab ride.
2023-03-28,DEBIT PURCHASE 27/03/23 xx-0411 UBER,-18.0,Withdrawal,Transport,Payment for an Uber ride.
2023-04-02,DEBIT PURCHASE 01/04/23 xx-0411 EZ-LINK,-50.0,Withdrawal,Transport,Top up of EZ-Link card for public transport.
2023-04-07,DEBIT PURCHASE 06/04/23 xx-0411 CITY CAB,-12.5,Withdrawal,Transport,Payment for a City Cab ride.
2023-04-12,DEBIT PURCHASE 11/04/23 xx-0411 GRAB,-20.0,Withdrawal,Transport,Payment for a Grab ride.
2023-04-17,DEBIT PURCHASE 16/04/23 xx-0411 UBER,-18.0,Withdrawal,Transport,Payment for an Uber ride.
2023-04-22,DEBIT PURCHASE 21/04/23 xx-0411 EZ-LINK,-50.0,Withdrawal,Transport,Top up of EZ-Link card for public transport.
2023-04-27,DEBIT PURCHASE 26/04/23 xx-0411 CITY CAB,-12.5,Withdrawal,Transport,Payment for a City Cab ride.
2023-05-02,DEBIT PURCHASE 01/05/23 xx-0411 GRAB,-20.0,Withdrawal,Transport,Payment for a Grab ride.
2023-05-07,DEBIT PURCHASE 06/05/23 xx-0411 UBER,-18.0,Withdrawal,Transport,Payment for an Uber ride.
2023-05-12,DEBIT PURCHASE 11/05/23 xx-0411 EZ-LINK,-50.0,Withdrawal,Transport,Top up of EZ-Link card for public transport.
2023-05-17,DEBIT PURCHASE 16/05/23 xx-0411 CITY CAB,-12.5,Withdrawal,Transport,Payment for a City Cab ride.
2023-05-22,DEBIT PURCHASE 21/05/23 xx-0411 GRAB,-20.0,Withdrawal,Transport,Payment for a Grab ride.
2023-05-27,DEBIT PURCHASE 26/05/23 xx-0411 UBER,-18.0,Withdrawal,Transport,Payment for an Uber ride.
2023-06-01,DEBIT PURCHASE 31/05/23 xx-0411 EZ-LINK,-50.0,Withdrawal,Transport,Top up of EZ-Link card for public transport.
2023-06-06,DEBIT PURCHASE 05/06/23 xx-0411 CITY CAB,-12.5,Withdrawal,Transport,Payment for a City Cab ride.
2023-06-11,DEBIT PURCHASE 10/06/23 xx-0411 GRAB,-20.0,Withdrawal,Transport,Payment for a Grab ride.
2023-06-16,DEBIT PURCHASE 15/06/23 xx-0411 UBER,-18.0,Withdrawal,Transport,Payment for an Uber ride.
2023-06-21,DEBIT PURCHASE 20/06/23 xx-0411 EZ-LINK,-50.0,Withdrawal,Transport,Top up of EZ-Link card for public transport.
2023-06-26,DEBIT PURCHASE 25/06/23 xx-0411 CITY CAB,-12.5,Withdrawal,Transport,Payment for a City Cab ride.
2023-07-01,DEBIT PURCHASE 30/06/23 xx-0411 GRAB,-20.0,Withdrawal,Transport,Payment for a Grab ride.
2023-07-06,DEBIT PURCHASE 05/07/23 xx-0411 UBER,-18.0,Withdrawal,Transport,Payment for an Uber ride.
2023-07-11,DEBIT PURCHASE 10/07/23 xx-0411 EZ-LINK,-50.0,Withdrawal,Transport,Top up of EZ-Link card for public transport.
2023-07-16,DEBIT PURCHASE 15/07/23 xx-0411 CITY CAB,-12.5,Withdrawal,Transport,Payment for a City Cab ride.
2023-07-21,DEBIT PURCHASE 20/07/23 xx-0411 GRAB,-20.0,Withdrawal,Transport,Payment for a Grab ride.
2023-07-26,DEBIT PURCHASE 25/07/23 xx-0411 UBER,-18.0,Withdrawal,Transport,Payment for an Uber ride.
2023-08-01,DEBIT PURCHASE 31/07/23 xx-0411 EZ-LINK,-50.0,Withdrawal,Transport,Top up of EZ-Link card for public transport.
2023-08-06,DEBIT PURCHASE 05/08/23 xx-0411 CITY CAB,-12.5,Withdrawal,Transport,Payment for a City Cab ride.
2023-08-11,DEBIT PURCHASE 10/08/23 xx-0411 GRAB,-20.0,Withdrawal,Transport,Payment for a Grab ride.
2023-08-16,DEBIT PURCHASE 15/08/23 xx-0411 UBER,-18.0,Withdrawal,Transport,Payment for an Uber ride.
2023-08-21,DEBIT PURCHASE 20/08/23 xx-0411 EZ-LINK,-50.0,Withdrawal,Transport,Top up of EZ-Link card for public transport.
2023-08-26,DEBIT PURCHASE 25/08/23 xx-0411 CITY CAB,-12.5,Withdrawal,Transport,Payment for a City Cab ride.
2022-01-01,DEBIT PURCHASE 01/01/22 xx-0321 GRAB,-15.0,Withdrawal,Transport,Payment for a Grab ride.
2022-01-04,DEBIT PURCHASE 04/01/22 xx-0321 SMRT,-2.5,Withdrawal,Transport,Payment for a SMRT train ride.
2022-01-07,DEBIT PURCHASE 07/01/22 xx-0321 UBER,-12.0,Withdrawal,Transport,Payment for an Uber ride.
2022-01-10,DEBIT PURCHASE 10/01/22 xx-0321 EZ-LINK RELOAD,-20.0,Withdrawal,Transport,Reload of EZ-Link card for public transport.
2022-01-13,DEBIT PURCHASE 13/01/22 xx-0321 GRAB,-18.0,Withdrawal,Transport,Payment for a Grab ride.
2022-01-15,DEBIT PURCHASE 15/01/22 xx-0321 SMRT,-2.6,Withdrawal,Transport,Payment for a SMRT train ride.
2022-01-18,DEBIT PURCHASE 18/01/22 xx-0321 UBER,-14.0,Withdrawal,Transport,Payment for an Uber ride.
2022-01-20,DEBIT PURCHASE 20/01/22 xx-0321 EZ-LINK RELOAD,-30.0,Withdrawal,Transport,Reload of EZ-Link card for public transport.
2022-01-23,DEBIT PURCHASE 23/01/22 xx-0321 GRAB,-16.0,Withdrawal,Transport,Payment for a Grab ride.
2022-01-26,DEBIT PURCHASE 26/01/22 xx-0321 SMRT,-2.7,Withdrawal,Transport,Payment for a SMRT train ride.
2022-01-28,DEBIT PURCHASE 28/01/22 xx-0321 UBER,-11.0,Withdrawal,Transport,Payment for an Uber ride.
2022-01-30,DEBIT PURCHASE 30/01/22 xx-0321 EZ-LINK RELOAD,-25.0,Withdrawal,Transport,Reload of EZ-Link card for public transport.
