date,description,amount,type,category,explanation
2023-07-13,CREDIT PURCHASE 12/07/23 xx-0321 NINTENDO ESHOP,-30.0,Withdrawal,Entertainment,Payment for a game on Nintendo eShop using a debit card.
2023-07-16,DEBIT PURCHASE 15/07/23 xx-0321 CONCERT HALL,-80.0,Withdrawal,Entertainment,Payment for a concert ticket at Concert Hall using a debit card.
2023-07-19,CREDIT PURCHASE 18/07/23 xx-0321 NETFLIX,-14.99,Withdrawal,Entertainment,Monthly subscription payment for Netflix using a debit card.
2023-07-22,CREDIT PURCHASE 21/07/23 xx-0321 SPOTIFY,-9.99,Withdrawal,Entertainment,Monthly subscription payment for Spotify using a debit card.
2023-07-25,CREDIT PURCHASE 24/07/23 xx-0321 AMAZON PRIME,-12.99,Withdrawal,Entertainment,Monthly subscription payment for Amazon Prime using a debit card.
2023-07-28,CREDIT PURCHASE 27/07/23 xx-0321 COMEDY CLUB,-40.0,Withdrawal,Entertainment,Payment for a comedy show at Comedy Club using a debit card.
2023-08-01,DEBIT PURCHASE 31/07/23 xx-0321 STEAM,-60.0,Withdrawal,Entertainment,Payment for a video game on Steam using a debit card.
2023-08-04,CREDIT PURCHASE 03/08/23 xx-0321 MOVIEPLEX,-20.0,Withdrawal,Entertainment,Payment for two movie tickets at Movieplex using a debit card.
2023-08-07,CREDIT PURCHASE 06/08/23 xx-0321 KARAOKE FUN,-50.0,Withdrawal,Entertainment,Payment for a karaoke session at Karaoke Fun using a debit card.
2023-08-10,CREDIT PURCHASE 09/08/23 xx-0321 PLAYSTATION NETWORK,-59.99,Withdrawal,Entertainment,Payment for a video game on PlayStation Network using a debit card.
2023-08-13,DEBIT PURCHASE 12/08/23 xx-0321 NINTENDO ESHOP,-30.0,Withdrawal,Entertainment,Payment for a game on Nintendo eShop using a debit card.
2023-08-16,CREDIT PURCHASE 15/08/23 xx-0321 CONCERT HALL,-80.0,Withdrawal,Entertainment,Payment for a concert ticket at Concert Hall using a debit card.
2023-08-19,DEBIT PURCHASE 18/08/23 xx-0321 NETFLIX,-14.99,Withdrawal,Entertainment,Monthly subscription payment for Netflix using a debit card.
2023-08-22,CREDIT PURCHASE 21/08/23 xx-0321 SPOTIFY,-9.99,Withdrawal,Entertainment,Monthly subscription payment for Spotify using a debit card.
2023-08-25,DEBIT PURCHASE 24/08/23 xx-0321 AMAZON PRIME,-12.99,Withdrawal,Entertainment,Monthly subscription payment for Amazon Prime using a debit card.
2023-08-28,CREDIT PURCHASE 27/08/23 xx-0321 COMEDY CLUB,-40.0,Withdrawal,Entertainment,Payment for a comedy show at Comedy Club using a debit card.
2023-01-15,CREDIT PURCHASE 14/01/23 xx-8899 CINEMAX,-15.0,Withdrawal,Entertainment,Payment for a movie ticket at Cinemax.
2023-01-25,DEBIT PURCHASE 24/01/23 xx-8899 GAMESHOP,-70.0,Withdrawal,Entertainment,Payment for a video game at GameShop.
2023-02-05,DEBIT PURCHASE 04/02/23 xx-8899 KARAOKE WORLD,-40.0,Withdrawal,Entertainment,Payment for a karaoke session at Karaoke World.
2023-02-15,CREDIT PURCHASE 14/02/23 xx-8899 CINEMAX,-30.0,Withdrawal,Entertainment,Payment for two movie tickets at Cinemax.
2023-02-20,DEBIT PURCHASE 19/02/23 xx-8899 SPOTIFY PREMIUM,-12.0,Withdrawal,Entertainment,Payment for a monthly Spotify Premium subscription.
2023-03-05,CREDIT PURCHASE 04/03/23 xx-8899 BAR LOUNGE,-60.0,Withdrawal,Entertainment,Payment for drinks at Bar Lounge.
2023-03-15,CREDIT PURCHASE 14/03/23 xx-8899 GAMESTOP,-80.0,Withdrawal,Entertainment,Payment for a new video game at GameStop.
2023-04-05,CREDIT PURCHASE 04/04/23 xx-8899 NETFLIX PREMIUM,-15.99,Withdrawal,Entertainment,Payment for a monthly Netflix Premium subscription.
2023-04-15,DEBIT PURCHASE 14/04/23 xx-8899 KARAOKE WORLD,-40.0,Withdrawal,Entertainment,Payment for a karaoke session at Karaoke World.
2023-05-05,CREDIT PURCHASE 04/05/23 xx-8899 CINEMAX,-15.0,Withdrawal,Entertainment,Payment for a movie ticket at Cinemax.
2023-05-15,DEBIT PURCHASE 14/05/23 xx-8899 GAMESHOP,-60.0,Withdrawal,Entertainment,Payment for a video game at GameShop.
2023-06-05,CREDIT PURCHASE 04/06/23 xx-8899 BAR LOUNGE,-50.0,Withdrawal,Entertainment,Payment for drinks at Bar Lounge.
2023-06-15,DEBIT PURCHASE 14/06/23 xx-8899 CINEMAX,-30.0,Withdrawal,Entertainment,Payment for two movie tickets at Cinemax.
2023-07-05,DEBIT PURCHASE 04/07/23 xx-8899 SPOTIFY PREMIUM,-12.0,Withdrawal,Entertainment,Payment for a monthly Spotify Premium subscription.
2023-07-15,CREDIT PURCHASE 14/07/23 xx-8899 KARAOKE WORLD,-40.0,Withdrawal,Entertainment,Payment for a karaoke session at Karaoke World.
2023-08-05,CREDIT PURCHASE 04/08/23 xx-8899 GAMESTOP,-90.0,Withdrawal,Entertainment,Payment for a new video game at GameStop.
2023-08-15,CREDIT PURCHASE 14/08/23 xx-8899 CINEMAX,-15.0,Withdrawal,Entertainment,Payment for a movie ticket at Cinemax.
2023-09-05,CREDIT PURCHASE 04/09/23 xx-8899 NETFLIX PREMIUM,-15.99,Withdrawal,Entertainment,Payment for a monthly Netflix Premium subscription.
2023-09-15,CREDIT PURCHASE 14/09/23 xx-8899 BAR LOUNGE,-60.0,Withdrawal,Entertainment,Payment for drinks at Bar Lounge.
2023-10-05,DEBIT PURCHASE 04/10/23 xx-8899 GAMESHOP,-70.0,Withdrawal,Entertainment,Payment for a video game at GameShop.
2023-10-15,CREDIT PURCHASE 14/10/23 xx-8899 KARAOKE WORLD,-40.0,Withdrawal,Entertainment,Payment for a karaoke session at Karaoke World.
2023-11-05,DEBIT PURCHASE 04/11/23 xx-8899 CINEMAX,-30.0,Withdrawal,Entertainment,Payment for two movie tickets at Cinemax.
2023-11-15,CREDIT PURCHASE 14/11/23 xx-8899 SPOTIFY PREMIUM,-12.0,Withdrawal,Entertainment,Payment for a monthly Spotify Premium subscription.
2023-12-05,CREDIT PURCHASE 04/12/23 xx-8899 GAMESTOP,-80.0,Withdrawal,Entertainment,Payment for a new video game at GameStop.
2023-12-15,CREDIT PURCHASE 14/12/23 xx-8899 BAR LOUNGE,-50.0,Withdrawal,Entertainment,Payment for drinks at Bar Lounge.
2024-01-05,CREDIT PURCHASE 04/01/24 xx-8899 NETFLIX PREMIUM,-15.99,Withdrawal,Entertainment,Payment for a monthly Netflix Premium subscription.
2024-01-15,CREDIT PURCHASE 14/01/24 xx-8899 CINEMAX,-15.0,Withdrawal,Entertainment,Payment for a movie ticket at Cinemax.
2024-02-05,CREDIT PURCHASE 04/02/24 xx-8899 GAMESHOP,-60.0,Withdrawal,Entertainment,Payment for a video game at GameShop.
2024-02-15,CREDIT PURCHASE 14/02/24 xx-8899 KARAOKE WORLD,-40.0,Withdrawal,Entertainment,Payment for a karaoke session at Karaoke World.
2024-03-05,CREDIT PURCHASE 04/03/24 xx-8899 BAR LOUNGE,-50.0,Withdrawal,Entertainment,Payment for drinks at Bar Lounge.
2024-03-15,CREDIT PURCHASE 14/03/24 xx-8899 CINEMAX,-30.0,Withdrawal,Entertainment,Payment for two movie tickets at Cinemax.
2024-04-05,DEBIT PURCHASE 04/04/24 xx-8899 SPOTIFY PREMIUM,-12.0,Withdrawal,Entertainment,Payment for a monthly Spotify Premium subscription.
2024-04-15,DEBIT PURCHASE 14/04/24 xx-8899 GAMESTOP,-90.0,Withdrawal,Entertainment,Payment for a new video game at GameStop.
2024-05-05,CREDIT PURCHASE 04/05/24 xx-8899 NETFLIX PREMIUM,-15.99,Withdrawal,Entertainment,Payment for a monthly Netflix Premium subscription.
2024-05-15,CREDIT PURCHASE 14/05/24 xx-8899 KARAOKE WORLD,-40.0,Withdrawal,Entertainment,Payment for a karaoke session at Karaoke World.
2024-06-05,CREDIT PURCHASE 04/06/24 xx-8899 CINEMAX,-15.0,Withdrawal,Entertainment,Payment for a movie ticket at Cinemax.
2024-06-15,CREDIT PURCHASE 14/06/24 xx-8899 GAMESHOP,-70.0,Withdrawal,Entertainment,Payment for a video game at GameShop.
2024-07-05,DEBIT PURCHASE 04/07/24 xx-8899 BAR LOUNGE,-60.0,Withdrawal,Entertainment,Payment for drinks at Bar Lounge.
2024-07-15,DEBIT PURCHASE 14/07/24 xx-8899 CINEMAX,-30.0,Withdrawal,Entertainment,Payment for two movie tickets at Cinemax.
2024-08-05,CREDIT PURCHASE 04/08/24 xx-8899 SPOTIFY PREMIUM,-12.0,Withdrawal,Entertainment,Payment for a monthly Spotify Premium subscription.
2024-08-15,DEBIT PURCHASE 14/08/24 xx-8899 GAMESTOP,-80.0,Withdrawal,Entertainment,Payment for a new video game at GameStop.
2024-09-05,CREDIT PURCHASE 04/09/24 xx-8899 NETFLIX PREMIUM,-15.99,Withdrawal,Entertainment,Payment for a monthly Netflix Premium subscription.
2024-09-15,CREDIT PURCHASE 14/09/24 xx-8899 KARAOKE WORLD,-40.0,Withdrawal,Entertainment,Payment for a karaoke session at Karaoke World.
2024-10-05,CREDIT PURCHASE 04/10/24 xx-8899 CINEMAX,-15.0,Withdrawal,Entertainment,Payment for a movie ticket at Cinemax.
2024-10-15,CREDIT PURCHASE 14/10/24 xx-8899 GAMESHOP,-60.0,Withdrawal,Entertainment,Payment for a video game at GameShop.
2024-11-05,DEBIT PURCHASE 04/11/24 xx-8899 BAR LOUNGE,-50.0,Withdrawal,Entertainment,Payment for drinks at Bar Lounge.
2024-11-15,CREDIT PURCHASE 14/11/24 xx-8899 CINEMAX,-30.0,Withdrawal,Entertainment,Payment for two movie tickets at Cinemax.
2024-12-05,DEBIT PURCHASE 04/12/24 xx-8899 SPOTIFY PREMIUM,-12.0,Withdrawal,Entertainment,Payment for a monthly Spotify Premium subscription.
2024-12-15,DEBIT PURCHASE 14/12/24 xx-8899 GAMESTOP,-90.0,Withdrawal,Entertainment,Payment for a new video game at GameStop.
2023-01-05,CREDIT PURCHASE 04/01/23 xx-1234 NETFLIX,-15.0,Withdrawal,Entertainment,Monthly subscription payment for Netflix.
2023-01-15,DEBIT PURCHASE 15/01/23 xx-8562 CINEMA CITY,-10.5,Withdrawal,Entertainment,Payment for a cinema ticket.
2023-01-28,DEBIT PURCHASE 27/01/23 xx-4523 PUB TAVERN,-25.0,Withdrawal,Entertainment,Payment for drinks at a pub.
2023-02-02,CREDIT PURCHASE 02/02/23 xx-1234 SPOTIFY,-9.99,Withdrawal,Entertainment,Monthly subscription payment for Spotify.
2023-02-10,CREDIT PURCHASE 09/02/23 xx-4523 GAMESTOP,-50.0,Withdrawal,Entertainment,Payment for a video game.
2023-02-22,DEBIT PURCHASE 21/02/23 xx-8562 KARAOKE BAR,-30.0,Withdrawal,Entertainment,Payment for a karaoke session.
2023-03-05,CREDIT PURCHASE 04/03/23 xx-1234 NETFLIX,-15.0,Withdrawal,Entertainment,Monthly subscription payment for Netflix.
2023-03-17,CREDIT PURCHASE 16/03/23 xx-4523 CONCERT TICKETS,-100.0,Withdrawal,Entertainment,Payment for concert tickets.
2023-03-29,CREDIT PURCHASE 28/03/23 xx-8562 BOWLING ALLEY,-20.0,Withdrawal,Entertainment,Payment for a bowling game.
2023-04-02,CREDIT PURCHASE 01/04/23 xx-1234 SPOTIFY,-9.99,Withdrawal,Entertainment,Monthly subscription payment for Spotify.
2023-04-14,DEBIT PURCHASE 13/04/23 xx-4523 THEATRE SHOW,-75.0,Withdrawal,Entertainment,Payment for a theatre show ticket.
2023-04-26,CREDIT PURCHASE 25/04/23 xx-8562 POOL CLUB,-15.0,Withdrawal,Entertainment,Payment for a game of pool.
2023-05-05,DEBIT PURCHASE 04/05/23 xx-1234 NETFLIX,-15.0,Withdrawal,Entertainment,Monthly subscription payment for Netflix.
2023-05-12,CREDIT PURCHASE 11/05/23 xx-4523 GAMING EQUIPMENT,-120.0,Withdrawal,Entertainment,Payment for gaming equipment.
2023-05-26,DEBIT PURCHASE 25/05/23 xx-8562 COMEDY CLUB,-20.0,Withdrawal,Entertainment,Payment for a comedy show.
2023-06-02,CREDIT PURCHASE 01/06/23 xx-1234 SPOTIFY,-9.99,Withdrawal,Entertainment,Monthly subscription payment for Spotify.
2023-06-14,CREDIT PURCHASE 13/06/23 xx-4523 MOVIE TICKETS,-22.0,Withdrawal,Entertainment,Payment for two movie tickets.
2023-06-29,CREDIT PURCHASE 28/06/23 xx-8562 AMUSEMENT PARK,-50.0,Withdrawal,Entertainment,Payment for an amusement park ticket.
2023-07-05,CREDIT PURCHASE 04/07/23 xx-1234 NETFLIX,-15.0,Withdrawal,Entertainment,Monthly subscription payment for Netflix.
2023-07-18,DEBIT PURCHASE 17/07/23 xx-4523 MUSIC STORE,-30.0,Withdrawal,Entertainment,Payment for a vinyl record.
2023-07-30,CREDIT PURCHASE 29/07/23 xx-8562 ZOO ENTRANCE,-20.0,Withdrawal,Entertainment,Payment for entrance to the zoo.
2023-08-02,CREDIT PURCHASE 01/08/23 xx-1234 SPOTIFY,-9.99,Withdrawal,Entertainment,Monthly subscription payment for Spotify.
2023-08-12,DEBIT PURCHASE 11/08/23 xx-4523 ART GALLERY,-15.0,Withdrawal,Entertainment,Payment for entrance to an art gallery.
2023-08-25,DEBIT PURCHASE 24/08/23 xx-8562 BOOKSTORE,-35.0,Withdrawal,Entertainment,Payment for a book.
2023-09-05,DEBIT PURCHASE 04/09/23 xx-1234 NETFLIX,-15.0,Withdrawal,Entertainment,Monthly subscription payment for Netflix.
2023-09-14,CREDIT PURCHASE 13/09/23 xx-4523 MUSEUM ENTRANCE,-10.0,Withdrawal,Entertainment,Payment for entrance to a museum.
2023-09-30,DEBIT PURCHASE 29/09/23 xx-8562 PUB TAVERN,-25.0,Withdrawal,Entertainment,Payment for drinks at a pub.
2023-10-02,DEBIT PURCHASE 01/10/23 xx-1234 SPOTIFY,-9.99,Withdrawal,Entertainment,Monthly subscription payment for Spotify.
2023-10-15,CREDIT PURCHASE 14/10/23 xx-4523 CONCERT TICKETS,-100.0,Withdrawal,Entertainment,Payment for concert tickets.
2023-10-28,CREDIT PURCHASE 27/10/23 xx-8562 HALLOWEEN PARTY,-40.0,Withdrawal,Entertainment,Payment for a Halloween party.
2023-11-05,CREDIT PURCHASE 04/11/23 xx-1234 NETFLIX,-15.0,Withdrawal,Entertainment,Monthly subscription payment for Netflix.
2023-11-17,CREDIT PURCHASE 16/11/23 xx-4523 GAMESTOP,-50.0,Withdrawal,Entertainment,Payment for a video game.
2023-11-30,CREDIT PURCHASE 29/11/23 xx-8562 BOWLING ALLEY,-20.0,Withdrawal,Entertainment,Payment for a bowling game.
2023-12-02,DEBIT PURCHASE 01/12/23 xx-1234 SPOTIFY,-9.99,Withdrawal,Entertainment,Monthly subscription payment for Spotify.
2023-12-15,DEBIT PURCHASE 14/12/23 xx-4523 THEATRE SHOW,-75.0,Withdrawal,Entertainment,Payment for a theatre show ticket.
2023-12-28,DEBIT PURCHASE 27/12/23 xx-8562 NEW YEAR'S EVE PARTY,-100.0,Withdrawal,Entertainment,Payment for a New Year's Eve party.
2023-01-15,CREDIT PURCHASE 15/01/23 xx-1234 CINEMA CITY,-9.5,Withdrawal,Entertainment,Payment for a movie ticket at Cinema City.
2023-01-20,DEBIT PURCHASE 20/01/23 xx-1234 KTV LOUNGE,-30.0,Withdrawal,Entertainment,Payment for karaoke session at KTV Lounge.
2023-01-05,CREDIT PURCHASE 05/01/23 xx-1234 HEALTHY PHARMACY,-65.2,Withdrawal,Health,Payment for prescription medication at the pharmacy.
2023-01-10,FAST PAYMENT 10/01/23 xx-5678 DENTAL CLINIC,-120.0,Withdrawal,Health,Payment for a dental check-up.
2023-01-15,CREDIT PURCHASE 15/01/23 xx-9012 HEALTH INSURANCE,-200.0,Withdrawal,Health,Monthly premium payment for health insurance.
2023-01-20,DEBIT PURCHASE 20/01/23 xx-3456 PHYSIOTHERAPY,-80.0,Withdrawal,Health,Payment for a physiotherapy session.
2023-01-25,GIRO 25/01/23 xx-7890 HEALTH CLINIC,-30.0,Withdrawal,Health,Payment for a general check-up at the clinic.
2023-02-01,DEBIT PURCHASE 01/02/23 xx-1234 HEALTH SUPPLEMENTS,-45.0,Withdrawal,Health,Payment for health supplements purchased online.
2023-02-10,CREDIT PURCHASE 10/02/23 xx-5678 OPTOMETRIST,-150.0,Withdrawal,Health,Payment for new prescription glasses.
2023-02-15,FAST PAYMENT 15/02/23 xx-9012 HEALTH INSURANCE,-200.0,Withdrawal,Health,Monthly premium payment for health insurance.
2023-02-20,DEBIT PURCHASE 20/02/23 xx-3456 PHYSIOTHERAPY,-80.0,Withdrawal,Health,Payment for a physiotherapy session.
2023-02-25,GIRO 25/02/23 xx-7890 HEALTH CLINIC,-30.0,Withdrawal,Health,Payment for a general check-up at the clinic.
2023-03-05,CREDIT PURCHASE 05/03/23 xx-1234 HEALTHY PHARMACY,-70.0,Withdrawal,Health,Payment for prescription medication at the pharmacy.
2023-03-10,FAST PAYMENT 10/03/23 xx-5678 DENTAL CLINIC,-125.0,Withdrawal,Health,Payment for a dental cleaning.
2023-03-15,CREDIT PURCHASE 15/03/23 xx-9012 HEALTH INSURANCE,-200.0,Withdrawal,Health,Monthly premium payment for health insurance.
2023-03-20,CREDIT PURCHASE 20/03/23 xx-3456 PHYSIOTHERAPY,-85.0,Withdrawal,Health,Payment for a physiotherapy session.
2023-03-25,GIRO 25/03/23 xx-7890 HEALTH CLINIC,-35.0,Withdrawal,Health,Payment for a general check-up at the clinic.
2023-04-05,CREDIT PURCHASE 05/04/23 xx-1234 HEALTHY PHARMACY,-75.0,Withdrawal,Health,Payment for prescription medication at the pharmacy.
2023-04-10,FAST PAYMENT 10/04/23 xx-5678 DENTAL CLINIC,-130.0,Withdrawal,Health,Payment for a dental filling.
2023-04-15,DEBIT PURCHASE 15/04/23 xx-9012 HEALTH INSURANCE,-200.0,Withdrawal,Health,Monthly premium payment for health insurance.
2023-04-20,CREDIT PURCHASE 20/04/23 xx-3456 PHYSIOTHERAPY,-90.0,Withdrawal,Health,Payment for a physiotherapy session.
2023-04-25,GIRO 25/04/23 xx-7890 HEALTH CLINIC,-40.0,Withdrawal,Health,Payment for a general check-up at the clinic.
2023-05-05,DEBIT PURCHASE 05/05/23 xx-1234 HEALTHY PHARMACY,-80.0,Withdrawal,Health,Payment for prescription medication at the pharmacy.
2023-05-10,FAST PAYMENT 10/05/23 xx-5678 DENTAL CLINIC,-135.0,Withdrawal,Health,Payment for a dental x-ray.
2023-05-15,DEBIT PURCHASE 15/05/23 xx-9012 HEALTH INSURANCE,-200.0,Withdrawal,Health,Monthly premium payment for health insurance.
2023-05-20,CREDIT PURCHASE 20/05/23 xx-3456 PHYSIOTHERAPY,-95.0,Withdrawal,Health,Payment for a physiotherapy session.
2023-05-25,GIRO 25/05/23 xx-7890 HEALTH CLINIC,-45.0,Withdrawal,Health,Payment for a general check-up at the clinic.
2023-06-05,CREDIT PURCHASE 05/06/23 xx-1234 HEALTHY PHARMACY,-85.0,Withdrawal,Health,Payment for prescription medication at the pharmacy.
2023-06-10,FAST PAYMENT 10/06/23 xx-5678 DENTAL CLINIC,-140.0,Withdrawal,Health,Payment for a dental crown.
2023-06-15,DEBIT PURCHASE 15/06/23 xx-9012 HEALTH INSURANCE,-200.0,Withdrawal,Health,Monthly premium payment for health insurance.
2023-06-20,CREDIT PURCHASE 20/06/23 xx-3456 PHYSIOTHERAPY,-100.0,Withdrawal,Health,Payment for a physiotherapy session.
2023-06-25,GIRO 25/06/23 xx-7890 HEALTH CLINIC,-50.0,Withdrawal,Health,Payment for a general check-up at the clinic.
2023-07-05,CREDIT PURCHASE 05/07/23 xx-1234 HEALTHY PHARMACY,-90.0,Withdrawal,Health,Payment for prescription medication at the pharmacy.
2023-07-10,FAST PAYMENT 10/07/23 xx-5678 DENTAL CLINIC,-145.0,Withdrawal,Health,Payment for a dental implant.
2023-07-15,DEBIT PURCHASE 15/07/23 xx-9012 HEALTH INSURANCE,-200.0,Withdrawal,Health,Monthly premium payment for health insurance.
2023-07-20,DEBIT PURCHASE 20/07/23 xx-3456 PHYSIOTHERAPY,-105.0,Withdrawal,Health,Payment for a physiotherapy session.
2023-07-25,GIRO 25/07/23 xx-7890 HEALTH CLINIC,-55.0,Withdrawal,Health,Payment for a general check-up at the clinic.
2023-08-05,CREDIT PURCHASE 05/08/23 xx-1234 HEALTHY PHARMACY,-95.0,Withdrawal,Health,Payment for prescription medication at the pharmacy.
2023-08-10,FAST PAYMENT 10/08/23 xx-5678 DENTAL CLINIC,-150.0,Withdrawal,Health,Payment for a dental bridge.
2023-08-15,DEBIT PURCHASE 15/08/23 xx-9012 HEALTH INSURANCE,-200.0,Withdrawal,Health,Monthly premium payment for health insurance.
2023-08-20,DEBIT PURCHASE 20/08/23 xx-3456 PHYSIOTHERAPY,-110.0,Withdrawal,Health,Payment for a physiotherapy session.
2023-08-25,GIRO 25/08/23 xx-7890 HEALTH CLINIC,-60.0,Withdrawal,Health,Payment for a general check-up at the clinic.
2023-09-05,DEBIT PURCHASE 05/09/23 xx-1234 HEALTHY PHARMACY,-100.0,Withdrawal,Health,Payment for prescription medication at the pharmacy.
2023-09-10,FAST PAYMENT 10/09/23 xx-5678 DENTAL CLINIC,-155.0,Withdrawal,Health,Payment for a dental veneer.
2023-09-15,DEBIT PURCHASE 15/09/23 xx-9012 HEALTH INSURANCE,-200.0,Withdrawal,Health,Monthly premium payment for health insurance.
2023-09-20,DEBIT PURCHASE 20/09/23 xx-3456 PHYSIOTHERAPY,-115.0,Withdrawal,Health,Payment for a physiotherapy session.
2023-09-25,GIRO 25/09/23 xx-7890 HEALTH CLINIC,-65.0,Withdrawal,Health,Payment for a general check-up at the clinic.
2023-01-03,DEBIT PURCHASE 02/01/23 xx-0411 GUARDIAN PHARMACY,-15.9,Withdrawal,Health,Purchased medicine from Guardian Pharmacy.
2023-01-10,CREDIT PURCHASE 09/01/23 xx-0411 ABC DENTAL CLINIC,-80.0,Withdrawal,Health,Paid for dental check-up at ABC Dental Clinic.
2023-01-15,DEBIT PURCHASE 14/01/23 xx-0411 HEALTHWAY MEDICAL,-45.0,Withdrawal,Health,Payment for a doctor's consultation at Healthway Medical.
2023-01-20,DEBIT PURCHASE 19/01/23 xx-0411 WATSONS,-30.5,Withdrawal,Health,Bought health supplements from Watsons.
2023-01-25,DEBIT PURCHASE 24/01/23 xx-0411 PRUDENTIAL INSURANCE,-200.0,Withdrawal,Health,Paid for monthly health insurance premium.
2023-02-03,CREDIT PURCHASE 02/02/23 xx-0411 UNITY PHARMACY,-25.9,Withdrawal,Health,Purchased over the counter medication from Unity Pharmacy.
2023-02-10,DEBIT PURCHASE 09/02/23 xx-0411 XYZ DENTAL CLINIC,-75.0,Withdrawal,Health,Paid for dental cleaning at XYZ Dental Clinic.
2023-02-15,CREDIT PURCHASE 14/02/23 xx-0411 HEALTHWAY MEDICAL,-55.0,Withdrawal,Health,Payment for follow-up doctor's consultation at Healthway Medical.
2023-02-20,CREDIT PURCHASE 19/02/23 xx-0411 WATSONS,-40.5,Withdrawal,Health,Bought vitamins from Watsons.
2023-02-25,DEBIT PURCHASE 24/02/23 xx-0411 PRUDENTIAL INSURANCE,-200.0,Withdrawal,Health,Paid for monthly health insurance premium.
2023-03-03,CREDIT PURCHASE 02/03/23 xx-0411 GUARDIAN PHARMACY,-20.9,Withdrawal,Health,Purchased cough syrup from Guardian Pharmacy.
2023-03-10,CREDIT PURCHASE 09/03/23 xx-0411 ABC DENTAL CLINIC,-90.0,Withdrawal,Health,Paid for dental filling at ABC Dental Clinic.
2023-03-15,DEBIT PURCHASE 14/03/23 xx-0411 HEALTHWAY MEDICAL,-60.0,Withdrawal,Health,Payment for a doctor's consultation and medication at Healthway Medical.
2023-03-20,CREDIT PURCHASE 19/03/23 xx-0411 WATSONS,-30.5,Withdrawal,Health,Bought skincare products from Watsons.
2023-03-25,CREDIT PURCHASE 24/03/23 xx-0411 PRUDENTIAL INSURANCE,-200.0,Withdrawal,Health,Paid for monthly health insurance premium.
2023-04-03,CREDIT PURCHASE 02/04/23 xx-0411 UNITY PHARMACY,-35.9,Withdrawal,Health,Purchased prescription medication from Unity Pharmacy.
2023-04-10,CREDIT PURCHASE 09/04/23 xx-0411 XYZ DENTAL CLINIC,-70.0,Withdrawal,Health,Paid for dental x-ray at XYZ Dental Clinic.
2023-04-15,DEBIT PURCHASE 14/04/23 xx-0411 HEALTHWAY MEDICAL,-50.0,Withdrawal,Health,Payment for a doctor's consultation at Healthway Medical.
2023-04-20,CREDIT PURCHASE 19/04/23 xx-0411 WATSONS,-40.5,Withdrawal,Health,Bought first aid supplies from Watsons.
2023-04-25,CREDIT PURCHASE 24/04/23 xx-0411 PRUDENTIAL INSURANCE,-200.0,Withdrawal,Health,Paid for monthly health insurance premium.
2023-05-03,CREDIT PURCHASE 02/05/23 xx-0411 GUARDIAN PHARMACY,-25.9,Withdrawal,Health,Purchased allergy medication from Guardian Pharmacy.
2023-05-10,DEBIT PURCHASE 09/05/23 xx-0411 ABC DENTAL CLINIC,-80.0,Withdrawal,Health,Paid for dental check-up at ABC Dental Clinic.
2023-05-15,DEBIT PURCHASE 14/05/23 xx-0411 HEALTHWAY MEDICAL,-45.0,Withdrawal,Health,Payment for a doctor's consultation at Healthway Medical.
2023-05-20,DEBIT PURCHASE 19/05/23 xx-0411 WATSONS,-30.5,Withdrawal,Health,Bought health supplements from Watsons.
2023-05-25,DEBIT PURCHASE 24/05/23 xx-0411 PRUDENTIAL INSURANCE,-200.0,Withdrawal,Health,Paid for monthly health insurance premium.
2023-06-03,CREDIT PURCHASE 02/06/23 xx-0411 UNITY PHARMACY,-25.9,Withdrawal,Health,Purchased over the counter medication from Unity Pharmacy.
2023-06-10,CREDIT PURCHASE 09/06/23 xx-0411 XYZ DENTAL CLINIC,-75.0,Withdrawal,Health,Paid for dental cleaning at XYZ Dental Clinic.
2023-06-15,DEBIT PURCHASE 14/06/23 xx-0411 HEALTHWAY MEDICAL,-55.0,Withdrawal,Health,Payment for follow-up doctor's consultation at Healthway Medical.
2023-06-20,DEBIT PURCHASE 19/06/23 xx-0411 WATSONS,-40.5,Withdrawal,Health,Bought vitamins from Watsons.
2023-06-25,CREDIT PURCHASE 24/06/23 xx-0411 PRUDENTIAL INSURANCE,-200.0,Withdrawal,Health,Paid for monthly health insurance premium.
2023-07-03,CREDIT PURCHASE 02/07/23 xx-0411 GUARDIAN PHARMACY,-20.9,Withdrawal,Health,Purchased cough syrup from Guardian Pharmacy.
2023-07-10,CREDIT PURCHASE 09/07/23 xx-0411 ABC DENTAL CLINIC,-90.0,Withdrawal,Health,Paid for dental filling at ABC Dental Clinic.
2023-07-15,DEBIT PURCHASE 14/07/23 xx-0411 HEALTHWAY MEDICAL,-60.0,Withdrawal,Health,Payment for a doctor's consultation and medication at Healthway Medical.
2023-07-20,CREDIT PURCHASE 19/07/23 xx-0411 WATSONS,-30.5,Withdrawal,Health,Bought skincare products from Watsons.
2023-07-25,DEBIT PURCHASE 24/07/23 xx-0411 PRUDENTIAL INSURANCE,-200.0,Withdrawal,Health,Paid for monthly health insurance premium.
2023-08-03,CREDIT PURCHASE 02/08/23 xx-0411 UNITY PHARMACY,-35.9,Withdrawal,Health,Purchased prescription medication from Unity Pharmacy.
2023-08-10,DEBIT PURCHASE 09/08/23 xx-0411 XYZ DENTAL CLINIC,-70.0,Withdrawal,Health,Paid for dental x-ray at XYZ Dental Clinic.
2023-08-15,DEBIT PURCHASE 14/08/23 xx-0411 HEALTHWAY MEDICAL,-50.0,Withdrawal,Health,Payment for a doctor's consultation at Healthway Medical.
